idx,text,all_labels,all_preds,all_fixed_preds,matching_comments
825,"gedungnya perlu direnovasi , kamar terlihat kusam begitu juga depan furniturnya dan banyak nyamuk . menu breakfast sederhana , tetapi rasanya enak .",-,"('menu breakfast', 'sederhana', 'netral')","('menu breakfast', 'sederhana', 'netral')",No Label Matched
841,tempatnya nyaman . cuma customer servisnya kurang ramah . tidak ada senyum siapa salam . flat .,-,"('senyum siapa salam', 'tidak ada', 'negatif')","('senyum siapa salam', 'tidak ada', 'negatif')",No Label Matched
842,"room tidak sesuai gambar . lampu kamarnya redup , kamar mandi juga redup lampunya . wifinya tidak bisa . dan kamarnya pengap .","('lampunya', 'redup', 'negatif')","('kamar mandi', 'redup', 'negatif')","('kamar mandi', 'redup', 'negatif')",Different Aspect Term
850,kamar tidak sesuai yang di foto . tidak ada air panas . banyak banget nyamuk kamar nya . cemilan tidak di kasih lagi di hari kedua . kain seprai dan selimut kurang bersih .,"('cemilan', 'tidak di kasih', 'negatif')","('cemilan', 'tidak di kasih lagi', 'negatif')","('cemilan', 'tidak di kasih lagi', 'negatif')",Different Sentiment Term
850,kamar tidak sesuai yang di foto . tidak ada air panas . banyak banget nyamuk kamar nya . cemilan tidak di kasih lagi di hari kedua . kain seprai dan selimut kurang bersih .,"('kain seprai', 'kurang bersih', 'negatif')",-,-,Not Generated
852,"parkir repot , banyak nyamuk di lobi , lama tunggu bisa masuk kamar , sarapan syahwat saja , ribet naik lantai 2 bawa koper pakai tangga , kunci pintu sempat macet , ada handuk bekas di lemari . lokasi strategis , banyak spot foto , karyawan ramah .","('kunci pintu', 'sempat macet', 'negatif')","('lemari', 'ada', 'negatif')","('lemari', 'ada', 'negatif')",Subset aspect/sentiment
852,"parkir repot , banyak nyamuk di lobi , lama tunggu bisa masuk kamar , sarapan syahwat saja , ribet naik lantai 2 bawa koper pakai tangga , kunci pintu sempat macet , ada handuk bekas di lemari . lokasi strategis , banyak spot foto , karyawan ramah .","('lokasi', 'banyak spot foto', 'positif')",-,-,Not Generated
852,"parkir repot , banyak nyamuk di lobi , lama tunggu bisa masuk kamar , sarapan syahwat saja , ribet naik lantai 2 bawa koper pakai tangga , kunci pintu sempat macet , ada handuk bekas di lemari . lokasi strategis , banyak spot foto , karyawan ramah .","('sarapan', 'syahwat saja', 'negatif')",-,-,Not Generated
853,"tempatnya nyaman , hanya sarung bantal dan seprai kurang bersih , di sarung bantal ada noda darah , dan di seprai ada noda kekuningan .","('sarung bantal', 'ada noda darah', 'negatif')","('seprai', 'ada noda darah', 'negatif')","('seprai', 'ada noda darah', 'negatif')",Different Aspect Term
856,"sebelah kamar sewaktu saya menginap berisik sekali , sampai subuh masih cekikikan bercanda . tidak lihat jam , begitu saya gedein volume tv mereka baru diam . untuk room oke deh tanpa breakfast .","('room', 'oke', 'positif')","('kamar', 'oke', 'positif')","('kamar', 'oke', 'positif')",Different Aspect Term
856,"sebelah kamar sewaktu saya menginap berisik sekali , sampai subuh masih cekikikan bercanda . tidak lihat jam , begitu saya gedein volume tv mereka baru diam . untuk room oke deh tanpa breakfast .","('sebelah kamar', 'berisik', 'negatif')","('kamar', 'berisik sekali', 'negatif')","('kamar', 'berisik sekali', 'negatif')",Subset aspect/sentiment
857,"kamarnya bersih tetapi sedikit berbau , tidak ada jendela . handle switch keran bath tub ke shower sudah rusak , jadi harus ditahan jika ingin menggunakan shower . handuk , peralatan mandi dan sanitary lengkap . dikasih cemilan dan air minum . wifi nya oke . untuk harga begini lumayan : ) .","('handle switch keran bath tub', 'rusak', 'negatif')","('jendela', 'rusak', 'negatif')","('jendela', 'rusak', 'negatif')",Different Aspect Term
857,"kamarnya bersih tetapi sedikit berbau , tidak ada jendela . handle switch keran bath tub ke shower sudah rusak , jadi harus ditahan jika ingin menggunakan shower . handuk , peralatan mandi dan sanitary lengkap . dikasih cemilan dan air minum . wifi nya oke . untuk harga begini lumayan : ) .","('handuk', 'lengkap', 'positif')","('air minum', 'dikasih', 'positif')","('air minum', 'dikasih', 'positif')",Subset aspect/sentiment
857,"kamarnya bersih tetapi sedikit berbau , tidak ada jendela . handle switch keran bath tub ke shower sudah rusak , jadi harus ditahan jika ingin menggunakan shower . handuk , peralatan mandi dan sanitary lengkap . dikasih cemilan dan air minum . wifi nya oke . untuk harga begini lumayan : ) .","('jendela', 'tidak ada', 'negatif')","('handuk', 'tidak ada', 'negatif')","('handuk', 'tidak ada', 'negatif')",Different Aspect Term
857,"kamarnya bersih tetapi sedikit berbau , tidak ada jendela . handle switch keran bath tub ke shower sudah rusak , jadi harus ditahan jika ingin menggunakan shower . handuk , peralatan mandi dan sanitary lengkap . dikasih cemilan dan air minum . wifi nya oke . untuk harga begini lumayan : ) .",-,"('cemilan', 'dikasih', 'positif')","('cemilan', 'dikasih', 'positif')",No Label Matched
862,"sangat luar biasa memuaskan servisnya ! dapat snack cumacuma ( benkbenk dan malkis serta air mineral ) . kebutuhan kamar mandi juga dipenuhi seperti sabun cair , sikat gigi , dan pasta gigi ) ruangannya nyaman ber ac dan rapi . dapat discont lagi . cuma bayar kamar hotel 135ribu tetapi fasilitasnya memuaskan .","('servisnya', 'sangat luar biasa memuaskan', 'positif')","('snack', 'dapat', 'positif')","('snack', 'dapat', 'positif')",Subset aspect/sentiment
867,tingkatkan kebersihan kamar dan kamar mandi .,"('kamar mandi', 'tingkatkan', 'negatif')",-,-,Not Generated
867,tingkatkan kebersihan kamar dan kamar mandi .,"('kebersihan kamar', 'tingkatkan', 'negatif')","('kebersihan kamar', 'tingkatkan kebersihan kamar mandi', 'negatif')","('kebersihan kamar', 'tingkatkan kebersihan kamar mandi', 'negatif')",Different Sentiment Term
871,tidak ada cemilannya dan ruangannya tidak ada jendela .,"('jendela', 'tidak ada', 'negatif')","('ruangannya', 'tidak ada jendela', 'negatif')","('ruangannya', 'tidak ada jendela', 'negatif')",Subset aspect/sentiment
872,"kamar mandi : bagus tetapi air panasnya tidak bisa kamar tidur : kasurnya tidak enak banget per nya sudah rusak , kaki kasur juga pada lepas lantainya pada bopeng wifinya tidak terhubung .","('lantainya', 'bopeng', 'negatif')","('lantainya', 'pada lepas', 'negatif')","('lantainya', 'pada lepas', 'negatif')",Different Sentiment Term
878,"secara keseluruhan sudah oke , hanya saja room pelayanan kurang sigap , channel tv sering tidak ada , kamar mandi perlu ditambah drainase agar tidak menggenang . terima kasih .","('kamar mandi', 'menggenang', 'negatif')","('kamar mandi', 'perlu ditambah drainase', 'negatif')","('kamar mandi', 'perlu ditambah drainase', 'negatif')",Different Sentiment Term
878,"secara keseluruhan sudah oke , hanya saja room pelayanan kurang sigap , channel tv sering tidak ada , kamar mandi perlu ditambah drainase agar tidak menggenang . terima kasih .","('secara keseluruhan', 'oke', 'positif')","('keseluruhan', 'oke', 'positif')","('keseluruhan', 'oke', 'positif')",Different Aspect Term
879,"sayang di shower kamar mandi airnya sedikit banget keluarnya , sama saluran pembuangan tersumbat z . jadi terpaksa saya buka tutupnya .","('shower kamar mandi airnya', 'sedikit banget keluarnya', 'negatif')","('airnya', 'sedikit banget keluarnya', 'negatif')","('airnya', 'sedikit banget keluarnya', 'negatif')",Different Aspect Term
880,semua fasilitas airy tidak di kasih atau pun di seat di dalam kamar .,"('fasilitas', 'tidak di kasih', 'negatif')","('fasilitas airy', 'tidak di kasih', 'negatif')","('fasilitas airy', 'tidak di kasih', 'negatif')",Different Aspect Term
881,"ac kurang dingin . pencahayaan kurang karena lampu kamar cuma 2 dan remangremang . banyak nyamuk , sarang labalaba di langitlangit kamar dan toilet . handuk kotor ada bekas karatan . kamar dan toilet baunya apek . tidak ada aroma hrum sedikitpun dalam kamar . yah sesuai harga .","('handuk', 'ada bekas karatan', 'negatif')","('handuk', 'baunya apek', 'negatif')","('handuk', 'baunya apek', 'negatif')",Different Sentiment Term
881,"ac kurang dingin . pencahayaan kurang karena lampu kamar cuma 2 dan remangremang . banyak nyamuk , sarang labalaba di langitlangit kamar dan toilet . handuk kotor ada bekas karatan . kamar dan toilet baunya apek . tidak ada aroma hrum sedikitpun dalam kamar . yah sesuai harga .","('kamar', 'banyak nyamuk', 'negatif')","('lampu kamar', 'remangremang', 'negatif')","('lampu kamar', 'remangremang', 'negatif')",Subset aspect/sentiment
881,"ac kurang dingin . pencahayaan kurang karena lampu kamar cuma 2 dan remangremang . banyak nyamuk , sarang labalaba di langitlangit kamar dan toilet . handuk kotor ada bekas karatan . kamar dan toilet baunya apek . tidak ada aroma hrum sedikitpun dalam kamar . yah sesuai harga .","('kamar', 'baunya apek', 'negatif')",-,-,Not Generated
881,"ac kurang dingin . pencahayaan kurang karena lampu kamar cuma 2 dan remangremang . banyak nyamuk , sarang labalaba di langitlangit kamar dan toilet . handuk kotor ada bekas karatan . kamar dan toilet baunya apek . tidak ada aroma hrum sedikitpun dalam kamar . yah sesuai harga .","('toilet', 'banyak nyamuk', 'negatif')",-,-,Not Generated
881,"ac kurang dingin . pencahayaan kurang karena lampu kamar cuma 2 dan remangremang . banyak nyamuk , sarang labalaba di langitlangit kamar dan toilet . handuk kotor ada bekas karatan . kamar dan toilet baunya apek . tidak ada aroma hrum sedikitpun dalam kamar . yah sesuai harga .","('toilet', 'baunya apek', 'negatif')",-,-,Not Generated
882,"overall oke , cuma untuk sarapan agak kurang lengkap lauknya .",-,"('lauknya', 'agak kurang lengkap', 'negatif')","('lauknya', 'agak kurang lengkap', 'negatif')",No Label Matched
882,"overall oke , cuma untuk sarapan agak kurang lengkap lauknya .",-,"('sarapan', 'kurang lengkap', 'negatif')","('sarapan', 'kurang lengkap', 'negatif')",No Label Matched
888,"kamar nya bagus banget , nyaman cuma satu yang buat kecewa dan tidak suka yaitu orang yang menunggu / cs nya alias pelayan nya tidak ramah sama sekali . cuma ngeliatin seperti orang judes . terus tertawa tertawa buat tamu tidak nyaman . tolong diperbaiki buat cs / pelayan mbak mbaknya . terimakasih .","('cs /', 'tolong diperbaiki', 'negatif')",-,-,Not Generated
888,"kamar nya bagus banget , nyaman cuma satu yang buat kecewa dan tidak suka yaitu orang yang menunggu / cs nya alias pelayan nya tidak ramah sama sekali . cuma ngeliatin seperti orang judes . terus tertawa tertawa buat tamu tidak nyaman . tolong diperbaiki buat cs / pelayan mbak mbaknya . terimakasih .","('cs nya', 'tidak ramah sama sekali', 'negatif')",-,-,Not Generated
888,"kamar nya bagus banget , nyaman cuma satu yang buat kecewa dan tidak suka yaitu orang yang menunggu / cs nya alias pelayan nya tidak ramah sama sekali . cuma ngeliatin seperti orang judes . terus tertawa tertawa buat tamu tidak nyaman . tolong diperbaiki buat cs / pelayan mbak mbaknya . terimakasih .","('pelayan mbak mbaknya', 'tolong diperbaiki', 'negatif')",-,-,Not Generated
888,"kamar nya bagus banget , nyaman cuma satu yang buat kecewa dan tidak suka yaitu orang yang menunggu / cs nya alias pelayan nya tidak ramah sama sekali . cuma ngeliatin seperti orang judes . terus tertawa tertawa buat tamu tidak nyaman . tolong diperbaiki buat cs / pelayan mbak mbaknya . terimakasih .","('pelayan nya', 'tidak ramah sama sekali', 'negatif')","('pelayan nya', 'tidak ramah', 'negatif')","('pelayan nya', 'tidak ramah', 'negatif')",Different Sentiment Term
891,tempat tidur jangan terlalu dekat dengan plafon karena sulit bagi orang yang tidak biasa dengan ruang sempit susah bernapas dengan baik .,-,"('ruang', 'sempit', 'negatif')","('ruang', 'sempit', 'negatif')",No Label Matched
892,"bangunan sangat mewah , harga murah , pemandangan sawah luar biasa romantis .",-,"('pemandangan sawah', 'luar biasa romantis', 'positif')","('pemandangan sawah', 'luar biasa romantis', 'positif')",No Label Matched
894,tempat nya asri . didpnnya ada masjid bagus .,-,"('masjid', 'bagus', 'positif')","('masjid', 'bagus', 'positif')",No Label Matched
896,cukup nyaman hanya saja banyak orang merokok di dekat ruang resepsionis .,-,"('ruang resepsionis', 'banyak orang merokok', 'negatif')","('ruang resepsionis', 'banyak orang merokok', 'negatif')",No Label Matched
898,"pelayanan memuaskan , merek mengijinkan untuk early check in dan sangat homey , breakfast yummy .",-,"('merek', 'mengijinkan', 'positif')","('merek', 'mengijinkan', 'positif')",No Label Matched
899,"tempatnya tenang . dapat sarapan nasi bungkus , kamar bersih dan dibersihkan tiap hari ketika tamu keluar , ada kulkas , ada dapur mini ( meskipun di kamar yang saya tempati gasnya habis dan akhirnya kompor tidak terpakai ) plus peralatan makan lengkap . recommended !",-,"('kamar', 'dibersihkan', 'positif')","('kamar', 'dibersihkan', 'positif')",No Label Matched
899,"tempatnya tenang . dapat sarapan nasi bungkus , kamar bersih dan dibersihkan tiap hari ketika tamu keluar , ada kulkas , ada dapur mini ( meskipun di kamar yang saya tempati gasnya habis dan akhirnya kompor tidak terpakai ) plus peralatan makan lengkap . recommended !",-,"('sarapan nasi bungkus', 'dapat', 'positif')","('sarapan nasi bungkus', 'dapat', 'positif')",No Label Matched
902,": tidak ada teko listrik dan cangkir , parkiran sempit ( tetapi di bantu keamanan , itungitung valet ) overall : recomended !",-,"('cangkir', 'tidak ada', 'negatif')","('cangkir', 'tidak ada', 'negatif')",No Label Matched
903,bersih dan ramah pelayanannya .,-,"('pelayanannya', 'bersih', 'positif')","('pelayanannya', 'bersih', 'positif')",No Label Matched
905,kamar mandi kotor sungguh .,"('kamar mandi', 'kotor', 'negatif')","('kamar mandi', 'kotor sungguh', 'negatif')","('kamar mandi', 'kotor sungguh', 'negatif')",Different Sentiment Term
908,"gila ! dengan harga segitu di airly sudah dapetin semuanya nyaman , bersih , sudah tersedia dari perlengkapan mandi sehingga minuman dan snack . ( maafin norak iya he karena saya pertama kali menggunakan jasa airy rooms ) .","('minuman', 'tersedia', 'positif')","('semuanya', 'bersih', 'positif')","('semuanya', 'bersih', 'positif')",Subset aspect/sentiment
908,"gila ! dengan harga segitu di airly sudah dapetin semuanya nyaman , bersih , sudah tersedia dari perlengkapan mandi sehingga minuman dan snack . ( maafin norak iya he karena saya pertama kali menggunakan jasa airy rooms ) .",-,"('semuanya', 'nyaman', 'positif')","('semuanya', 'nyaman', 'positif')",No Label Matched
911,pihak hotel tidak memberikan keterangan yang lengkap tentang persyaratan menginap pada airy .,-,"('keterangan', 'tidak lengkap', 'negatif')","('keterangan', 'tidak lengkap', 'negatif')",No Label Matched
918,cukup puas . hanya kamar madinya sempit banget iya . tetapi cukup lah buat kembali packer an . lain lainnya puas semua .,"('lainnya', 'puas', 'positif')","('lain lainnya', 'puas', 'positif')","('lain lainnya', 'puas', 'positif')",Different Aspect Term
919,"baik dan memuaskan , masih kurang 2jam waktu check in kami sudah boleh masuk kamar , namun ketika kami baru masuk kamar toiletnya ( closed ) masih kotor . dan keset depan toilet juga kotor .","('keset', 'kotor', 'negatif')","('keset depan toilet', 'kotor', 'negatif')","('keset depan toilet', 'kotor', 'negatif')",Different Aspect Term
921,sya sadar harga dibawah 150 sulit mndapatkan bath tube namun alangkah lebih baik jila fto bath tube tidak ditampilkan .,-,"('bath tube', 'tidak ditampilkan', 'negatif')","('bath tube', 'tidak ditampilkan', 'negatif')",No Label Matched
921,sya sadar harga dibawah 150 sulit mndapatkan bath tube namun alangkah lebih baik jila fto bath tube tidak ditampilkan .,-,"('harga', 'dibawah 150', 'negatif')","('harga', 'dibawah 150', 'negatif')",No Label Matched
922,"sedikit kecewa untuk kita yang inap lebih dari satu malam , kamar tidak dibersihkan . seharusnya ada petugas yang bersihkan kamar tiap hari . kecuali ambil per bulan kamar nya , mungkin masih ada toleransi . seperti pelayanan hotel syariah yang lain seharus nya . parkiran untuk mobil tidak ada , saya jadi tidak nyaman , loundry juga tidak ada . terimakasih .","('parkiran untuk mobil', 'tidak ada', 'negatif')","('parkiran', 'tidak ada', 'negatif')","('parkiran', 'tidak ada', 'negatif')",Different Aspect Term
924,"pelayanan okey . bersih , lumayan lah .",-,"('pelayanan', 'bersih', 'positif')","('pelayanan', 'bersih', 'positif')",No Label Matched
924,"pelayanan okey . bersih , lumayan lah .",-,"('pelayanan', 'lumayan', 'positif')","('pelayanan', 'lumayan', 'positif')",No Label Matched
925,"kamar oke harga oke , memuaskan dengan harga murah bisa dapat semua fasilitas , dapat sarapan juga ! mantabb .","('harga', 'murah', 'positif')","('fasilitas', 'dapat', 'positif')","('fasilitas', 'dapat', 'positif')",Subset aspect/sentiment
938,cukup baik hanya perlu perawatan saja di bagian kamar mandi . ruangan cukup bersih . cuma nyamuk masih banyak .,-,"('kamar mandi', 'perlu perawatan', 'negatif')","('kamar mandi', 'perlu perawatan', 'negatif')",No Label Matched
938,cukup baik hanya perlu perawatan saja di bagian kamar mandi . ruangan cukup bersih . cuma nyamuk masih banyak .,-,"('kamar nyamuk', 'masih banyak', 'negatif')","('kamar nyamuk', 'masih banyak', 'negatif')",No Label Matched
941,"pelayanan super ramah , kamar cocok dengan foto , bagus , bersih , puas . thank you .",-,"('kamar', 'bagus', 'positif')","('kamar', 'bagus', 'positif')",No Label Matched
941,"pelayanan super ramah , kamar cocok dengan foto , bagus , bersih , puas . thank you .",-,"('kamar', 'bersih', 'positif')","('kamar', 'bersih', 'positif')",No Label Matched
941,"pelayanan super ramah , kamar cocok dengan foto , bagus , bersih , puas . thank you .",-,"('pelayanan', 'puas', 'positif')","('pelayanan', 'puas', 'positif')",No Label Matched
942,kamarnya sangat bagus . bersih dan nyaman dan yang paling penting harganya yang sangat miring di banding hotel lainya . pokoknya mantap banget ini buat kalian yang butuh peristirahatan .,-,"('harganya', 'sangat miring', 'positif')","('harganya', 'sangat miring', 'positif')",No Label Matched
944,kamar asal dan tidak ada logo airy .,"('kamar', 'asal', 'negatif')","('kamar', 'tidak ada logo airy', 'negatif')","('kamar', 'tidak ada logo airy', 'negatif')",Different Sentiment Term
944,kamar asal dan tidak ada logo airy .,"('logo airy', 'tidak ada', 'negatif')",-,-,Not Generated
945,"kamar dan kamar mandi bersih , ac dingin , lokasi strategis , kamar selalu dirapikan , disediakan handuk bersih , air minum , dan snack .","('handuk bersih', 'disediakan', 'positif')","('handuk', 'bersih', 'positif')","('handuk', 'bersih', 'positif')",Subset aspect/sentiment
946,kondisi barangbarang interior dan kamar mandi masih baru untuk saat ini .,"('barangbarang interior', 'baru', 'positif')","('kamar mandi', 'masih baru', 'negatif')","('kamar mandi', 'masih baru', 'negatif')",No Label Matched
946,kondisi barangbarang interior dan kamar mandi masih baru untuk saat ini .,"('kamar mandi', 'baru', 'positif')",-,-,Not Generated
950,"walau handuk masih bagus tetapi warnanya sudah jelek . saran saya , handuk perlu diganti . oiya , izinin dong membawa sarapan sendiri psgan ke kamar , .","('handuk', 'perlu diganti', 'negatif')","('handuk', 'jelek', 'negatif')","('handuk', 'jelek', 'negatif')",Different Sentiment Term
950,"walau handuk masih bagus tetapi warnanya sudah jelek . saran saya , handuk perlu diganti . oiya , izinin dong membawa sarapan sendiri psgan ke kamar , .","('warnanya', 'jelek', 'negatif')",-,-,Not Generated
952,"semua fasilitas sesuai , hanya wifi saja yang kurang bagus , nyaman , bersih , dan tidak ribet pokoknya oke deh .",-,"('wifi', 'bersih', 'negatif')","('wifi', 'bersih', 'negatif')",No Label Matched
952,"semua fasilitas sesuai , hanya wifi saja yang kurang bagus , nyaman , bersih , dan tidak ribet pokoknya oke deh .",-,"('wifi', 'nyaman', 'positif')","('wifi', 'nyaman', 'positif')",No Label Matched
952,"semua fasilitas sesuai , hanya wifi saja yang kurang bagus , nyaman , bersih , dan tidak ribet pokoknya oke deh .",-,"('wifi', 'tidak ribet', 'positif')","('wifi', 'tidak ribet', 'positif')",No Label Matched
954,"tidak ada handuk , kamar berjamur , bau tidak sedap , seprai juga kurang bersih . alhasil begitu cek in langsung pergi cari airy lain .",-,"('kamar', 'bau tidak sedap', 'negatif')","('kamar', 'bau tidak sedap', 'negatif')",No Label Matched
955,"maaf , kamar dihotel ini tidak sesuai dengan tagline airy . murah iya , tetapi jauh dari layak huni . kamar pengap , seprai dan lantai kotor , handuk seperti keset , ac berisik dan tidak dingin , kamar mandi tidak ada gantungan baju , pintu kamar susah dikunci dan tidak ada tempat sampah . dan saat itu lagi renovasi , jalan dari lobi ke kamar penuh pasir .","('handuk', 'seperti keset', 'negatif')","('handuk', 'keset', 'negatif')","('handuk', 'keset', 'negatif')",Different Sentiment Term
955,"maaf , kamar dihotel ini tidak sesuai dengan tagline airy . murah iya , tetapi jauh dari layak huni . kamar pengap , seprai dan lantai kotor , handuk seperti keset , ac berisik dan tidak dingin , kamar mandi tidak ada gantungan baju , pintu kamar susah dikunci dan tidak ada tempat sampah . dan saat itu lagi renovasi , jalan dari lobi ke kamar penuh pasir .","('kamar', 'pengap', 'negatif')","('seprai', 'pengap', 'negatif')","('seprai', 'pengap', 'negatif')",Different Aspect Term
955,"maaf , kamar dihotel ini tidak sesuai dengan tagline airy . murah iya , tetapi jauh dari layak huni . kamar pengap , seprai dan lantai kotor , handuk seperti keset , ac berisik dan tidak dingin , kamar mandi tidak ada gantungan baju , pintu kamar susah dikunci dan tidak ada tempat sampah . dan saat itu lagi renovasi , jalan dari lobi ke kamar penuh pasir .","('seprai', 'kotor', 'negatif')",-,-,Not Generated
958,"kamar bersih , fasilitas lengkap ( perlengkapan mandi , pemanas air , air mineral ) plus dapat makanan ringan dari airy ( hotel lain jarang memberikan snack ) . next time kami akan inap di airy lagi .",-,"('makanan ringan', 'dapat', 'positif')","('makanan ringan', 'dapat', 'positif')",No Label Matched
958,"kamar bersih , fasilitas lengkap ( perlengkapan mandi , pemanas air , air mineral ) plus dapat makanan ringan dari airy ( hotel lain jarang memberikan snack ) . next time kami akan inap di airy lagi .",-,"('pemanas air', 'air mineral', 'positif')","('pemanas air', 'air mineral', 'positif')",No Label Matched
958,"kamar bersih , fasilitas lengkap ( perlengkapan mandi , pemanas air , air mineral ) plus dapat makanan ringan dari airy ( hotel lain jarang memberikan snack ) . next time kami akan inap di airy lagi .",-,"('perlengkapan mandi', 'dilengkapi', 'positif')","('perlengkapan mandi', 'lengkap', 'positif')",No Label Matched
959,kecewa saya . jika pelayannya menyampaikan bagus sih tidak masalah tambah . tetapi sudah ruangan tidak memadai dan pelayan tidak memuaskan . harga segitu mash lebih baik pesan hotel saja . saya bilang tidak ada refund . uang saya hilang nanti . tidak digubris . traveloka . bisa minta tolong bagaimana itu uang saya .,-,"('pelayannya', 'bagus', 'positif')","('pelayannya', 'bagus', 'positif')",No Label Matched
960,tetapi air sering mati itu saja yang lain boleh sama remote ac dan tv tidak ada .,"('remote ac', 'tidak ada', 'positif')","('remote ac', 'tidak ada', 'negatif')","('remote ac', 'tidak ada', 'negatif')",Different Polarity
961,"interior room keren , room bersih , hallway kotor bekas makanan tidak diangkat . kalau yang penakut agak seram pemandangan kuburan . breakfast biasa saja . dekat ke kota tetapi super macet di jam sibuk .","('breakfast', 'biasa saja', 'negatif')","('breakfast', 'biasa saja', 'netral')","('breakfast', 'biasa saja', 'netral')",Different Polarity
961,"interior room keren , room bersih , hallway kotor bekas makanan tidak diangkat . kalau yang penakut agak seram pemandangan kuburan . breakfast biasa saja . dekat ke kota tetapi super macet di jam sibuk .","('pemandangan', 'agak seram', 'negatif')",-,-,Not Generated
967,"tidak menemukan hotel , traveloka tidak membantu . saya complain pun sampai sekarang follow upnya slow .",-,"('hotel', 'tidak ditemukan', 'negatif')","('hotel', 'tidak menemukan', 'negatif')",No Label Matched
967,"tidak menemukan hotel , traveloka tidak membantu . saya complain pun sampai sekarang follow upnya slow .",-,"('traveloka', 'tidak membantu', 'negatif')","('traveloka', 'tidak membantu', 'negatif')",No Label Matched
968,"kamar bersih , pelayanan bagus . check in tidak bisa tepat jam 14.00 karena masih menunggu housekeeping .",-,"('check in', 'tidak bisa', 'negatif')","('check in', 'tidak bisa', 'negatif')",No Label Matched
970,"kamar kecil , tetapi nyaman , kamar mandi bersih walau toiletnya airnya kurang lancar . rekomended buat yang mau menghinap dengan harga ramah tetapi nyaman .",-,"('kamar mandi', 'nyaman', 'positif')","('kamar mandi', 'nyaman', 'positif')",No Label Matched
973,"pelayanannya baik dan ramah , ada parkir kendaraan . lokasinya asri dan tenang , dekat dengan warung , minimarket , dsb. fasilitas sudah oke , sesuai dengan harga yang ditawarkan . kekurangannya hanya masalah nyamuk yang banyak di dalam kamar .",-,"('kamar', 'nyamuk', 'negatif')","('kamar', 'nyamuk', 'negatif')",No Label Matched
974,lebih baik cari yang lain . lebih jam 11 tidak bisa masuk . harus beli hotel lain .,-,"('hotel', 'tidak bisa masuk', 'negatif')","('hotel', 'tidak bisa masuk', 'negatif')",No Label Matched
977,"pengalaman saya disini menyenangkan . tetapi di kamar tidak disediakan cermin , kemudian gagang pintu kamar mandi tidak ada , air hangat sering mati . tetapi kualitas wifi dan tv saya akui baik .","('gagang pintu kamar mandi', 'tidak ada', 'negatif')","(' gagang pintu kamar mandi', 'tidak ada', 'negatif')","('. gagang pintu kamar mandi', 'tidak ada', 'negatif')",Different Aspect Term
977,"pengalaman saya disini menyenangkan . tetapi di kamar tidak disediakan cermin , kemudian gagang pintu kamar mandi tidak ada , air hangat sering mati . tetapi kualitas wifi dan tv saya akui baik .",-,"('pengalaman', 'menyenangkan', 'positif')","('pengalaman', 'menyenangkan', 'positif')",No Label Matched
978,"kamar airy diletakan dilantai 3 . tangga manual , lelah naiknya .",-,"('tangga', 'manual', 'negatif')","('tangga', 'manual', 'negatif')",No Label Matched
979,ke lobi susah jika ada penitipan barang di bawah .,-,"('penitipan barang', 'susah', 'negatif')","('penitipan barang', 'susah', 'negatif')",No Label Matched
988,gambar kamarnya kurang sesuai dengan keadaan yang sesungguhnya . tolong di update dulu gambar kamarnya .,"('kamarnya', 'kurang sesuai', 'negatif')","('gambar kamarnya', 'kurang sesuai', 'negatif')","('gambar kamarnya', 'kurang sesuai', 'negatif')",Different Aspect Term
991,ranjang tidur yang sudah mulai rusak .,"('ranjang tidur', 'rusak', 'negatif')","('ranjang tidur', 'mulai rusak', 'negatif')","('ranjang tidur', 'mulai rusak', 'negatif')",Different Sentiment Term
