id,sents,expr,polarity,labels,target_repr,completed_labels,completed_target_repr,checkpoint
515,bagus dan bersih masukan untuk air sangat kecil .,bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
519,"pelayanan sangat memuaskan semua peralatan bersih , fasilitas oke receomended banget pokoknya .",receomended banget,POS,"([-1], [9, 10], ","(hotel, receomended banget, ","([-1], [9, 10], 'POS')","(hotel, receomended banget, positif)",TRUE
528,"bagus , cuma untuk sarapan pagi iya disediakan juga roti selai , teh , kopi , buah sesuai dengan harga kamar biar pelanggan puas jangan cuma satu menu , harga kamar lumanyan mahal sarapan cuma naskun saja .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
529,check in out cepat ac dingin kamu bersih kamar besih kasur nyaman bisa numpang cuci pakai mesin cuci ada jemuran ada wifi kamar bau lepek design kurang menarik karena memakai semen seperti didesa selimut kurang tebal .,bersih,-,"([-1], [7], ","(hotel, bersih, ","([-1], [7], '-')",#N/A,FALSE
550,"bagus , rapi , pelayanan baik , tetapi airnya sangat buruk , rasa air laut .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
550,"bagus , rapi , pelayanan baik , tetapi airnya sangat buruk , rasa air laut .",rapi,POS,"([-1], [2], ","(hotel, rapi, ","([-1], [2], 'POS')","(hotel, rapi, positif)",TRUE
554,menyenangkan dan nyaman tetapi untuk peralatan keamanan masih manual contoh pintu pagar belum di lengkapi dengan peralatan seperti pintu otomatis dengan menggunakan pin .,menyenangkan,POS,"([-1], [0], ","(hotel, menyenangkan, ","([-1], [0], 'POS')","(hotel, menyenangkan, positif)",TRUE
554,menyenangkan dan nyaman tetapi untuk peralatan keamanan masih manual contoh pintu pagar belum di lengkapi dengan peralatan seperti pintu otomatis dengan menggunakan pin .,nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
555,"kamarnya dicat ulang , kalau perlu didekor ulang biar kelihatan hidup , cerminnya jangan cermin angker dong , tidak bisa ngaca , ac nya dibenarkan dong biar tidak matimati sendiri , tolong seranggaserangga dibasmi juga , tetapi petugas dan staf ramah maksimal ! lokasi hotel dekat pvj banget , lokasi bagus sayang kalau tidak dimaksimalkan , terimakasih .",matimati sendiri,NEG,"([22, 23], [28, 29], ","(hotel, matimati sendiri, ","([22, 23], [28, 29], 'NEG')","(hotel, matimati sendiri, negatif)",TRUE
560,"baru pertama x coba airy rooms . suka banget deh , perlatan mandi lengkap plus bonus snack juga dari airy .",suka banget,POS,"([-1], [7, 8], ","(hotel, suka banget, ","([-1], [7, 8], 'POS')","(hotel, suka banget, positif)",TRUE
566,"lumayanlah , sayang air panasnya tidak berfungsi .",lumayanlah,POS,"([-1], [0], ","(hotel, lumayanlah, ","([-1], [0], 'POS')","(hotel, lumayanlah, positif)",TRUE
570,"ini adalah yang kedua menginap di airy anggrek satu 18 . ac lebih dingin dari yang pertama , kamar lebih luas . sayangnya dikasih smoking room , padahal setau saya airy non smoking semua . jadi pertama masuk bau asap rokok . tetapi so far sih senengseneng saja menginap di sini .",senengseneng,POS,"([48], [46], ","(hotel, senengseneng, ","([48], [46], 'POS')","(hotel, senengseneng, positif)",TRUE
573,tempat bersih pelayanan ramah recomended harga murah .,recomended,POS,"([-1], [4], ","(hotel, recomended, ","([-1], [4], 'POS')","(hotel, recomended, positif)",TRUE
575,"nyaman , tenang , bersih , pelayanan ramah , hanya susah sinyal dan wifi tidak bisa tersambung .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
575,"nyaman , tenang , bersih , pelayanan ramah , hanya susah sinyal dan wifi tidak bisa tersambung .",tenang,POS,"([-1], [2], ","(hotel, tenang, ","([-1], [2], 'POS')","(hotel, tenang, positif)",TRUE
575,"nyaman , tenang , bersih , pelayanan ramah , hanya susah sinyal dan wifi tidak bisa tersambung .",bersih,POS,"([-1], [4], ","(hotel, bersih, ","([-1], [4], 'POS')","(hotel, bersih, positif)",TRUE
575,"nyaman , tenang , bersih , pelayanan ramah , hanya susah sinyal dan wifi tidak bisa tersambung .",susah sinyal,NEG,"([-1], [10, 11], ","(hotel, susah sinyal, ","([-1], [10, 11], 'NEG')","(hotel, susah sinyal, negatif)",TRUE
583,"saya sangat suka dengan dengan pelayanan , kebersihan kamar , kebersihan dapur dll. dengan harga yang di tawarkan saya rasa sangat worth it lah menginap disini .",sangat worth,POS,"([-1], [20, 21], ","(hotel, sangat worth, ","([-1], [20, 21], 'POS')","(hotel, sangat worth, positif)",TRUE
584,sudah 2 x di sini nyaman dengan harga terjangkau .,nyaman,POS,"([-1], [5], ","(hotel, nyaman, ","([-1], [5], 'POS')","(hotel, nyaman, positif)",TRUE
591,"cukup baik untuk kamar dengan harga 100ribu malam , kamar bersih , ac berfungsi , tv lcd berfungsi , kasur springbed nyaman dan bersih , hanya saja untuk kamar mandi tidak dilengkapi exhaust fan sehingga agak bau , air dari kamar mandi juga mengalir keluar masuk ke kamar .",cukup baik,POS,"([-1], [0, 1], ","(hotel, cukup baik, ","([-1], [0, 1], 'POS')","(hotel, cukup baik, positif)",TRUE
593,menyenangkan . dengan harga murah tetapi nyaman . cuma kurang perabotan seperti meja dan kursi .,menyenangkan,POS,"([-1], [0], ","(hotel, menyenangkan, ","([-1], [0], 'POS')","(hotel, menyenangkan, positif)",TRUE
593,menyenangkan . dengan harga murah tetapi nyaman . cuma kurang perabotan seperti meja dan kursi .,nyaman,POS,"([-1], [6], ","(hotel, nyaman, ","([-1], [6], 'POS')","(hotel, nyaman, positif)",TRUE
599,nyaman dan harga terjangkau .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
604,top . pelayanan memuaskan .,top,POS,"([-1], [0], ","(hotel, top, ","([-1], [0], 'POS')","(hotel, top, positif)",TRUE
609,"baik cuma buat masukkan kedepannya , kemarin seprainya agak demek seperti belum kering , dengan kondisi musim hujan , menyarankan agar diperhatikan hal tersebut terima kasih .",baik,POS,"([-1], [0], ","(hotel, baik, ","([-1], [0], 'POS')","(hotel, baik, positif)",TRUE
624,"cukup baik . waktu pertama masuk kamar , kamarnya bau . shower air panas tidak berfungai . padahal sudah panggil petugas .",cukup baik,POS,"([-1], [0, 1], ","(hotel, cukup baik, ","([-1], [0, 1], 'POS')","(hotel, cukup baik, positif)",TRUE
625,"kamarnya bersih , rapi , alat mandi lengkap , dan disediakan makanan ringan di dalam kamar . sarapan roti dan minuman seduh sendiri . sangat direkomendasi buat yang budget minimal . terimakasih .",sangat direkomendasi,POS,"([-1], [24, 25], ","(hotel, sangat direkomendasi, ","([-1], [24, 25], 'POS')","(hotel, sangat direkomendasi, positif)",TRUE
627,"rapi , nyaman tempatnya , cuma sedikit untuk toilet diberi pengharum iya , overall baguus .",rapi,POS,"([-1], [0], ","(hotel, rapi, ","([-1], [0], 'POS')","(hotel, rapi, positif)",TRUE
634,"kamar luas , bersih , lokasi dekat dengan pusat perbelanjaan dan kuliner , pokoknya recommended .",recommended,POS,"([-1], [14], ","(hotel, recommended, ","([-1], [14], 'POS')","(hotel, recommended, positif)",TRUE
635,"jujur saya kecewa banget sama hotel airy yang di jamin ginting selayang , beda banget sama di foto . kamarnya bau , tempat tidurnya bau , selimutnya juga , kamar mandinya tidak layak banget . saya sudah pesan 3 hari , tetapi baru check in sejam saya dan teman saya langsung pulang . gila kecewa banget .",kecewa banget,NEG,"([-1], [54, 55], ","(hotel, kecewa banget, ","([-1], [54, 55], 'NEG')","(hotel, kecewa banget, negatif)",TRUE
637,"pelayanan ramah . bersih , nyaman .",bersih,POS,"([-1], [3], ","(hotel, bersih, ","([-1], [3], 'POS')","(hotel, bersih, positif)",TRUE
637,"pelayanan ramah . bersih , nyaman .",nyaman,POS,"([-1], [5], ","(hotel, nyaman, ","([-1], [5], 'POS')","(hotel, nyaman, positif)",TRUE
642,baik . ac dingin . cuma lampu gelap .,baik,POS,"([-1], [0], ","(hotel, baik, ","([-1], [0], 'POS')","(hotel, baik, positif)",TRUE
644,"sangat nyaman seperti di rumah , ownernya ramah . mksh iya : ) .",sangat nyaman,POS,"([-1], [0, 1], ","(hotel, sangat nyaman, ","([-1], [0, 1], 'POS')","(hotel, sangat nyaman, positif)",TRUE
661,"lokasi sangat strategis , parkir luas , air hangat berfungsi dengan baik . kurang bersih , selimut agak bau , dan tv kabel tidak berfungsi .",kurang bersih,NEG,"([-1], [13, 14], ","(hotel, kurang bersih, ","([-1], [13, 14], 'NEG')","(hotel, kurang bersih, negatif)",TRUE
662,"tempatnya bersih , kemarin saya tinggal 3 hari tetapi sayang airnya mati pas kemarin di pakai , iya meskipun hidup lagi menunggu 10 menit , lumayan bagus .",lumayan bagus,POS,"([-1], [25, 26], ","(hotel, lumayan bagus, ","([-1], [25, 26], 'POS')","(hotel, lumayan bagus, positif)",TRUE
670,hotel tidak ditemukan sudah mutermuter ikuti peta sampai jam 3 pagi dan sebagai pelanggan sangat kecewa .,sangat kecewa,NEG,"([-1], [14, 15], ","(hotel, sangat kecewa, ","([-1], [14, 15], 'NEG')","(hotel, sangat kecewa, negatif)",TRUE
671,"bersih . full ac , airnya memang agak asin .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
675,"sikat gigi tidak ada , sabun tidak ada , pintu tidak bisa dikunci , kamar berisik terdengar suara kendaraa , tidak sesuai ekspektasi dan review .",tidak sesuai ekspektasi,NEG,"([-1], [20, 21, 22], ","(hotel, tidak sesuai ekspektasi, ","([-1], [20, 21, 22], 'NEG')","(hotel, tidak sesuai ekspektasi, negatif)",TRUE
676,"denah peta ke lokasi kurang jelas , cukup nyaman kalau untuk transit ke kota tujuan , gabung dengan koskosan .",cukup nyaman,POS,"([-1], [7, 8], ","(hotel, cukup nyaman, ","([-1], [7, 8], 'POS')","(hotel, cukup nyaman, positif)",TRUE
682,"nyaman dan bersih sekali , cuma minus showernya mati : ) .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
682,"nyaman dan bersih sekali , cuma minus showernya mati : ) .",bersih sekali,POS,"([-1], [2, 3], ","(hotel, bersih sekali, ","([-1], [2, 3], 'POS')","(hotel, bersih sekali, positif)",TRUE
683,"lumayan buat backpakeran seperti kita , harga terjangkau dan dekat dari pusatpusat perbelanjaan .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
684,"lumayan , lebih seperti kos ber ac , kamar mandi berisik dengan suara tidak jelas , colokan cuma ada 1 jadi saya harus pinjam t , tetapi not bad .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
684,"lumayan , lebih seperti kos ber ac , kamar mandi berisik dengan suara tidak jelas , colokan cuma ada 1 jadi saya harus pinjam t , tetapi not bad .",not bad,NEU,"([-1], [27, 28], ","(hotel, not bad, ","([-1], [27, 28], 'NEU')","(hotel, not bad, netral)",TRUE
689,"berkesan : bersih , lokasi strategis , murah , ramah , dan dapat peralatan mandi .",bersih,POS,"([-1], [2], ","(hotel, bersih, ","([-1], [2], 'POS')","(hotel, bersih, positif)",TRUE
689,"berkesan : bersih , lokasi strategis , murah , ramah , dan dapat peralatan mandi .",murah,POS,"([-1], [7], ","(hotel, murah, ","([-1], [7], 'POS')","(hotel, murah, positif)",TRUE
689,"berkesan : bersih , lokasi strategis , murah , ramah , dan dapat peralatan mandi .",ramah,POS,"([-1], [9], ","(hotel, ramah, ","([-1], [9], 'POS')","(hotel, ramah, positif)",TRUE
692,"bagus sekali , kamar nyaman untuk istirahat .",bagus sekali,POS,"([-1], [0, 1], ","(hotel, bagus sekali, ","([-1], [0, 1], 'POS')","(hotel, bagus sekali, positif)",TRUE
702,mengecewakan . tidak sesuai dengan foto yang diposting . kamar mandi bad smell . air muncrat sampai keluar kamar mandi saat mandi . resepsionis tidak ada saat mau check - out sehingga harus menunggu lama . hari berikutnya cari hotel yang lain yang lebih baik .,mengecewakan,NEG,"([-1], [0], ","(hotel, mengecewakan, ","([-1], [0], 'NEG')","(hotel, mengecewakan, negatif)",TRUE
702,mengecewakan . tidak sesuai dengan foto yang diposting . kamar mandi bad smell . air muncrat sampai keluar kamar mandi saat mandi . resepsionis tidak ada saat mau check - out sehingga harus menunggu lama . hari berikutnya cari hotel yang lain yang lebih baik .,tidak sesuai,NEG,"([-1], [2, 3, 4, 5], ","(hotel, tidak sesuai, ","([-1], [2, 3, 4, 5], 'NEG')","(hotel, tidak sesuai, negatif)",TRUE
703,"berkesan : harganya super murah , kolam renang bersih . suram : air kerannya bau , beddingnya sudah kusam , ac reyot , selimut tipis , ada suarasuara di tengah malam dari langitlangit .",suram,-,"([-1], [10], ","(hotel, suram, ","([-1], [10], '-')",#N/A,FALSE
705,tenang dan pelayanan baik . cuma saran saya kalau sudah waktu jam cek in sekitar 2 siang . petugas harus ada ditempat .,tenang,POS,"([-1], [0], ","(hotel, tenang, ","([-1], [0], 'POS')","(hotel, tenang, positif)",TRUE
711,"kamar nyaman , lumayan lah . reccomended .",reccomended,POS,"([-1], [6], ","(hotel, reccomended, ","([-1], [6], 'POS')","(hotel, reccomended, positif)",TRUE
718,"lokasi mudah dicari , lumayan bersih , cuma seprai dan bantal tidak standar airy , pakai seprai coklat biasa . dapat kamar lantai 3 pojok , wifi susah nyangkut . kalau sekedar untuk tidur semalam sih oke .",lumayan bersih,POS,"([-1], [4, 5], ","(hotel, lumayan bersih, ","([-1], [4, 5], 'POS')","(hotel, lumayan bersih, positif)",TRUE
719,"saya dan keluarga sangat puas menginap di tempat ini , harga murah , nyaman , dan letak tempatnya sangat strategis .",sangat puas,POS,"([-1], [3, 4], ","(hotel, sangat puas, ","([-1], [3, 4], 'POS')","(hotel, sangat puas, positif)",TRUE
719,"saya dan keluarga sangat puas menginap di tempat ini , harga murah , nyaman , dan letak tempatnya sangat strategis .",nyaman,POS,"([-1], [13], ","(hotel, nyaman, ","([-1], [13], 'POS')","(hotel, nyaman, positif)",TRUE
725,"tenang , nyaman bersih namun tempatnya agak sulit ditemukan karena berada ditengah tengah kompleks penduduk .",tenang,POS,"([-1], [0], ","(hotel, tenang, ","([-1], [0], 'POS')","(hotel, tenang, positif)",TRUE
725,"tenang , nyaman bersih namun tempatnya agak sulit ditemukan karena berada ditengah tengah kompleks penduduk .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
725,"tenang , nyaman bersih namun tempatnya agak sulit ditemukan karena berada ditengah tengah kompleks penduduk .",bersih,POS,"([-1], [3], ","(hotel, bersih, ","([-1], [3], 'POS')","(hotel, bersih, positif)",TRUE
731,nyaman dan ramah ada cemilan gratis dari airy love this .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
731,nyaman dan ramah ada cemilan gratis dari airy love this .,ramah,POS,"([-1], [2], ","(hotel, ramah, ","([-1], [2], 'POS')","(hotel, ramah, positif)",TRUE
732,"pelayanan oke , fasilitas big no , dikamar tidak ada keset , flapon seperti rembesan air begitu sudah lumutan , agak bau apek , ac kurang dingin , pembuangan air kamar mandi agak tersumbat , tidak rekomen lah pokok iya .",agak bau apek,NEG,"([-1], [20, 21, 22], ","(hotel, agak bau apek, ","([-1], [20, 21, 22], 'NEG')","(hotel, agak bau apek, negatif)",TRUE
732,"pelayanan oke , fasilitas big no , dikamar tidak ada keset , flapon seperti rembesan air begitu sudah lumutan , agak bau apek , ac kurang dingin , pembuangan air kamar mandi agak tersumbat , tidak rekomen lah pokok iya .",tidak rekomen,NEG,"([-1], [35, 36], ","(hotel, tidak rekomen, ","([-1], [35, 36], 'NEG')","(hotel, tidak rekomen, negatif)",TRUE
733,bagus kamar bersih pelayanan nya baik dan ramah .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
736,aksesnya mudah puas banget pokoknya kami sekeluarga .,puas banget,POS,"([-1], [2, 3], ","(hotel, puas banget, ","([-1], [2, 3], 'POS')","(hotel, puas banget, positif)",TRUE
741,"tempat nyaman dan tenang . kamar luas . pelayanan ramah , hade lah . sangat memuaskan .",sangat memuaskan,POS,"([-1], [14, 15], ","(hotel, sangat memuaskan, ","([-1], [14, 15], 'POS')","(hotel, sangat memuaskan, positif)",TRUE
742,kami kecewa dengan layanan administrasi yang menerbitkan invoice sangat ribet .,kecewa,NEG,"([3, 4], [1], ","(hotel, kecewa, ","([3, 4], [1], 'NEG')","(hotel, kecewa, negatif)",TRUE
745,"menginap pada tanggal 31 desember , memesan beberapa kamar . sempat bermasalah dengan 1 kamar karena ada krusakan . tetapi di bantu pihak hotel nya , mbak rani , bapak dian dan bapak rudi dengan sangat baik . keluarga kami sangat puas . area luas , bersih . akan kembali lagi nanti . terima kasih hotel dan airy .",sangat baik,POS,"([-1], [35, 36], ","(hotel, sangat baik, ","([-1], [35, 36], 'POS')","(hotel, sangat baik, positif)",TRUE
745,"menginap pada tanggal 31 desember , memesan beberapa kamar . sempat bermasalah dengan 1 kamar karena ada krusakan . tetapi di bantu pihak hotel nya , mbak rani , bapak dian dan bapak rudi dengan sangat baik . keluarga kami sangat puas . area luas , bersih . akan kembali lagi nanti . terima kasih hotel dan airy .",sangat puas,POS,"([-1], [40, 41], ","(hotel, sangat puas, ","([-1], [40, 41], 'POS')","(hotel, sangat puas, positif)",TRUE
745,"menginap pada tanggal 31 desember , memesan beberapa kamar . sempat bermasalah dengan 1 kamar karena ada krusakan . tetapi di bantu pihak hotel nya , mbak rani , bapak dian dan bapak rudi dengan sangat baik . keluarga kami sangat puas . area luas , bersih . akan kembali lagi nanti . terima kasih hotel dan airy .",bersih,POS,"([-1], [46], ","(hotel, bersih, ","([-1], [46], 'POS')","(hotel, bersih, positif)",TRUE
746,sangat suka . room nya juga bersih . tatanan rapi . dapat snack juga .,sangat suka,POS,"([-1], [0, 1], ","(hotel, sangat suka, ","([-1], [0, 1], 'POS')","(hotel, sangat suka, positif)",TRUE
751,"nyaman , pelayanan ramah sekali .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
753,"cara pemesanan mudah , harga cukup ramah di kantong , kamar bersih , pelayanan bagus , recommended , tempatnya juga di tengah kota .",recommended,POS,"([-1], [16], ","(hotel, recommended, ","([-1], [16], 'POS')","(hotel, recommended, positif)",TRUE
771,"biasa saja . sesuai hargalah . karena syriah , jadi nyman . cuma masmasnya galak .",biasa saja,POS,"([-1], [0, 1], ","(hotel, biasa saja, ","([-1], [0, 1], 'POS')","(hotel, biasa saja, positif)",TRUE
779,"bagus bersih , walau kamar kecil tetapi nyaman , pelayanan ramah , tidak ada breakfast tetapi ada minibar free . sudah baik ditingkatkan lagi .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
779,"bagus bersih , walau kamar kecil tetapi nyaman , pelayanan ramah , tidak ada breakfast tetapi ada minibar free . sudah baik ditingkatkan lagi .",bersih,POS,"([-1], [1], ","(hotel, bersih, ","([-1], [1], 'POS')","(hotel, bersih, positif)",TRUE
779,"bagus bersih , walau kamar kecil tetapi nyaman , pelayanan ramah , tidak ada breakfast tetapi ada minibar free . sudah baik ditingkatkan lagi .",baik,-,"([-1], [21], ","(hotel, baik, ","([-1], [21], '-')",#N/A,FALSE
781,"bagus pelayanan nya ramah , beraih juga , .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
