id,sents,expr,polarity,labels,target_repr
2493,baik . sayangnya di kamar mandi tidak ada curtain sehingga saat mandi jadi banjir .,baik,-,"([-1], [0], ","(hotel, baik, "
2494,mantap . kamarnya bagus .,mantap,-,"([-1], [0], ","(hotel, mantap, "
2495,"tidak sesuai dengan difoto kotor , seprai dan sarung bantal kuning , dan bau apek tidak recommended sama sekali .",tidak,-,"([-1], [0], ","(hotel, tidak, "
2495,"tidak sesuai dengan difoto kotor , seprai dan sarung bantal kuning , dan bau apek tidak recommended sama sekali .",kotor,-,"([-1], [4], ","(hotel, kotor, "
2495,"tidak sesuai dengan difoto kotor , seprai dan sarung bantal kuning , dan bau apek tidak recommended sama sekali .",tidak recommended,-,"([-1], [15, 16], ","(hotel, tidak recommended, "
2500,lumayan dengan harga murah .,lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2508,"kamar bersih . jadwal breakfast biasanya 07.00 , ini belum ada apaapa . shower mati . handuk tidak ada . dan wifi macet . kecewa .",kecewa,-,"([-1], [24], ","(hotel, kecewa, "
2523,"bagus , walopun datang dini hari namun tetap dilayani dengan baik .",bagus,-,"([-1], [0], ","(hotel, bagus, "
2525,"memuaskan , fasilitas baik , menyenangkan .",memuaskan,-,"([-1], [0], ","(hotel, memuaskan, "
2526,"saya sangat puas . kamar rapi dan bersih . staf sangat ramah dan helpful . kamar saya dilantai 3 dan tidak ada lift tetapi staf siap membantu . dekat dengan tempat makan , bakery , dan minimarket . sangat rekomended .",sangat puas,-,"([-1], [1, 2], ","(hotel, sangat puas, "
2526,"saya sangat puas . kamar rapi dan bersih . staf sangat ramah dan helpful . kamar saya dilantai 3 dan tidak ada lift tetapi staf siap membantu . dekat dengan tempat makan , bakery , dan minimarket . sangat rekomended .",sangat rekomended,-,"([-1], [38, 39], ","(hotel, sangat rekomended, "
2530,memuaskan meski pada saat akan check in proses dari pihak hotel cukup lama lebih dari 30 menit baru bisa masuk ke kamar dari pukul 14:00 .,memuaskan,-,"([-1], [0], ","(hotel, memuaskan, "
2531,"oke , kamar luas nyaman . tetapi di ujung .",oke,-,"([-1], [0], ","(hotel, oke, "
2535,"kamar bersih , wangi cukup nyaman untuk liburan buat backpacker murah tetapi tidak murahan .",murah,-,"([-1], [10], ","(hotel, murah, "
2535,"kamar bersih , wangi cukup nyaman untuk liburan buat backpacker murah tetapi tidak murahan .",tidak murahan,-,"([-1], [12, 13], ","(hotel, tidak murahan, "
2539,"kamarnya bagus , bersih dan rapi . top deh .",top,-,"([-1], [7], ","(hotel, top, "
2545,nyaman dan strategis . cuma kamar mandi kurang bersih . semoga lebih baik lagi . terimakasih airy .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2545,nyaman dan strategis . cuma kamar mandi kurang bersih . semoga lebih baik lagi . terimakasih airy .,strategis,-,"([-1], [2], ","(hotel, strategis, "
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,kurang,-,"([-1], [0], ","(hotel, kurang, "
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,kurang,-,"([-1], [2], ","(hotel, kurang, "
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,kurang rapi,-,"([-1], [4, 5], ","(hotel, kurang rapi, "
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,sangat sangat kecewa,-,"([-1], [10, 11, 12], ","(hotel, sangat sangat kecewa, "
2551,"pelayanannya super ramah , hanya kamar mandi sedikit kurang bersih , kalau kamar oke , besar dan bersih , recommended .",recommended,-,"([-1], [19], ","(hotel, recommended, "
2554,"tidur nyaman , murah airy pilihanya .",murah,-,"([-1], [3], ","(hotel, murah, "
2561,"kali ini sangat kecewa . tidak ada mineral water , tidak ada handuk , kamar agak kotor . mengapa seperti itu ? : ( .",sangat kecewa,-,"([-1], [2, 3], ","(hotel, sangat kecewa, "
2566,"kamar sangat memuaskan . sedikit catatan sayang , lokasi penginapan ini di dalam gang . mungkin akan agak sulit ditemukan .",agak sulit ditemukan,-,"([-1], [17, 18, 19], ","(hotel, agak sulit ditemukan, "
2568,semua sangat bagus overall cuma pintu kamar mandi saja yang gbsa tutup dan malam minggu sangat berisik s .,sangat berisik,-,"([-1], [15, 16], ","(hotel, sangat berisik, "
2571,"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet .",murah,-,"([-1], [0], ","(hotel, murah, "
2571,"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
2571,"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet .",suka,-,"([-1], [22], ","(hotel, suka, "
2572,"dengan harga terjangkau bisa dibilang memuaskan . kamar bersih , nyaman , dan tenang . cuma di kamar yang saya pesan pintu kamar mandi rusak .",memuaskan,-,"([-1], [5], ","(hotel, memuaskan, "
2576,"nyaman , ramah petugasnya .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2577,"tempat menginap yang bagus , lokasi tidak jelimet , tidak susah cari makan , banyak gojek , gampang kemanakemana , kondisi kamar tenang , bersih , ac adem , air hangatnya luar biasa . recommended deh sama tempat ini .",recommended,-,"([-1], [34], ","(hotel, recommended, "
2581,kolam bernang tidak bisa digunain . pokonya kecewa banget .,bernang,-,"([-1], [1], ","(hotel, bernang, "
2581,kolam bernang tidak bisa digunain . pokonya kecewa banget .,kecewa banget,-,"([-1], [7, 8], ","(hotel, kecewa banget, "
2588,cukup bagus kalau cuma untuk dipakai tidur . kalau dipakai berlama lama agak kurang nyaman saja . he . overall oke lah . bersih .,cukup bagus,-,"([-1], [0, 1], ","(hotel, cukup bagus, "
2588,cukup bagus kalau cuma untuk dipakai tidur . kalau dipakai berlama lama agak kurang nyaman saja . he . overall oke lah . bersih .,agak kurang nyaman,-,"([-1], [12, 13, 14], ","(hotel, agak kurang nyaman, "
2588,cukup bagus kalau cuma untuk dipakai tidur . kalau dipakai berlama lama agak kurang nyaman saja . he . overall oke lah . bersih .,bersih,-,"([-1], [23], ","(hotel, bersih, "
2589,"airnya kecil , tempatnya jorok , bau , kotor , seprai dan sarung bantalnya seperti tidak diganti , tidak ada tempat parkir - not recomended - .",not recomended,-,"([-1], [23, 24], ","(hotel, not recomended, "
2597,"saya kecewa ketika saya menginap tidak ada di sediakan air minum , kamarnya bersemut , dan obat sikat gigi nya keras .",kecewa,-,"([-1], [1], ","(hotel, kecewa, "
2603,"recommended , pelayanan terbaik .",recommended,-,"([-1], [0], ","(hotel, recommended, "
2605,"its so worth it ! kamar yang luas , kebersihan lumayan , lokasi strategis . cukup menyenangkan sih menginap disini . apalagi waktu kemarin itu ada diskon 50 , jadi jatohnya itu murah banget ! .",worth,-,"([-1], [2], ","(hotel, worth, "
2605,"its so worth it ! kamar yang luas , kebersihan lumayan , lokasi strategis . cukup menyenangkan sih menginap disini . apalagi waktu kemarin itu ada diskon 50 , jadi jatohnya itu murah banget ! .",cukup menyenangkan,-,"([-1], [15, 16], ","(hotel, cukup menyenangkan, "
2606,"meskipun sempat merasakan gempa , menyenangkan , pelayanan oke kamar oke .",menyenangkan,-,"([-1], [5], ","(hotel, menyenangkan, "
2612,"kamar nya kotor dan sempit , handuknya tipis dan bau air mani . kamar mandi nya banjir air lama mengalir . saya langsung cek out setelah melihat kondisi kamarnya . pokoknya tidak recomended banget . nyesal juga tidak sesuai sama fotonya menipu banget kapok deh .",tidak recomended banget,-,"([-1], [31, 32, 33], ","(hotel, tidak recomended banget, "
2615,"nyaman , kamar bersih , wifi cepat .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2617,lumayan tetapi bantal airy nya sedikit kotor .,lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2637,"pelayanan ramah , resepsionis sangat membantu , excellent .",excellent,-,"([-1], [7], ","(hotel, excellent, "
2638,"hari terakhir menginap sedikit mengecewakan , air kotor kehitaman pada hari minggu .",sedikit mengecewakan,-,"([-1], [3, 4], ","(hotel, sedikit mengecewakan, "
2651,"bersih , nyaman dan airy terbaik yang pernah saya inapin .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2651,"bersih , nyaman dan airy terbaik yang pernah saya inapin .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
2653,"payah . sistem book nya error . di aplikasi hotel ini tersedia , sudah book , sudah lunas , eh tahu tahu disananya penuh !",payah,-,"([-1], [0], ","(hotel, payah, "
2659,"kamar bersih , sesuai sama harga , kalau mau menginap tetapi kalau budget tempat ini cocok , .",sesuai,-,"([-1], [3], ","(hotel, sesuai, "
2662,baguss kamarnyaa bersih dekat dari perkotaan .,baguss,-,"([-1], [0], ","(hotel, baguss, "
2666,"cukup baik , lokasi sangat strategis .",cukup baik,-,"([-1], [0, 1], ","(hotel, cukup baik, "
2673,cukup baik . tetapi lebih apik lagi membereskan kasurnya . masa ada pakaian dalam di dalam selimutnya ! sarapan oklah .,cukup baik,-,"([-1], [0, 1], ","(hotel, cukup baik, "
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,enak,-,"([-1], [0], ","(hotel, enak, "
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,nyaman,-,"([-1], [1], ","(hotel, nyaman, "
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,murah,-,"([-1], [2], ","(hotel, murah, "
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,berkualitas,-,"([-1], [4], ","(hotel, berkualitas, "
2677,kamar nya oke bagus rapi . ac dingin . ramah . tetapi wifinya parah tidak bisa dipakai .,ramah,-,"([-1], [9], ","(hotel, ramah, "
2690,"enak dapat sarapan bubur ayam . walau kamar mandi sempit , tetapi cukup dan bersih .",enak,-,"([-1], [0], ","(hotel, enak, "
2693,"not bad , ruangan bersih , ac dingin , tidak ada kendala .",not bad,-,"([-1], [0, 1], ","(hotel, not bad, "
2695,bagus . pelayanannya baik .,bagus,-,"([-1], [0], ","(hotel, bagus, "
2696,bagus . tetapi terlalu terpencil . resepsionis pun tidak 24 jam .,bagus,-,"([-1], [0], ","(hotel, bagus, "
2696,bagus . tetapi terlalu terpencil . resepsionis pun tidak 24 jam .,terlalu terpencil,-,"([-1], [3, 4], ","(hotel, terlalu terpencil, "
2697,"nyaman , baik , bersih , wifinya tidak sampai kamar .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2697,"nyaman , baik , bersih , wifinya tidak sampai kamar .",baik,-,"([-1], [2], ","(hotel, baik, "
2697,"nyaman , baik , bersih , wifinya tidak sampai kamar .",bersih,-,"([-1], [4], ","(hotel, bersih, "
2703,"tempatnya bagus , kamar mandi bersih , ada hairdryer juga recom banget deh .",recom banget,-,"([-1], [10, 11], ","(hotel, recom banget, "
2704,"ruanganya sangat bersih , rapi dan tata ruang . buat tidak mau beranjak dari kamar . amat sangat rekomended .",amat,-,"([-1], [16], ","(hotel, amat, "
2704,"ruanganya sangat bersih , rapi dan tata ruang . buat tidak mau beranjak dari kamar . amat sangat rekomended .",sangat rekomended,-,"([-1], [17, 18], ","(hotel, sangat rekomended, "
2706,semua bagus saya suka nyaman cuma kurangnya petugas kurang sigap dalam pelayanan kamar seperti pembaharuan minum dan cemilan serta peralatan mandi .,nyaman,-,"([-1], [4], ","(hotel, nyaman, "
2715,menyenangkan kamar sangat bersih tetapi bentuknya tidak suka .,menyenangkan,-,"([-1], [0], ","(hotel, menyenangkan, "
2722,"good , petugas ramah .",good,-,"([-1], [0], ","(hotel, good, "
2725,"rapi , bersih , sayang toiletnya bau .",rapi,-,"([-1], [0], ","(hotel, rapi, "
2725,"rapi , bersih , sayang toiletnya bau .",bersih,-,"([-1], [2], ","(hotel, bersih, "
2727,"lumayan oke , ac snack tv perlengkapan mandi ada .",lumayan oke,-,"([-1], [0, 1], ","(hotel, lumayan oke, "
2732,lumayan lah . tetapi kamar agak sempit . tempat bersih . pelayanan ramah .,lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2737,"toilet bocor , sehingga ubin basah kmanakmana .",basah kmanakmana,-,"([-1], [5, 6], ","(hotel, basah kmanakmana, "
2738,sempit dan tidak lengkap . handuk saja tidak ada .,sempit,-,"([-1], [0], ","(hotel, sempit, "
2738,sempit dan tidak lengkap . handuk saja tidak ada .,tidak lengkap,-,"([-1], [2, 3], ","(hotel, tidak lengkap, "
2754,"cukup memuaskan , lokasi strategis .",cukup memuaskan,-,"([-1], [0, 1], ","(hotel, cukup memuaskan, "
2762,"saya suka , nyaman dan tenang , hanya saja kamar mandi sedikit berbau tetapi buat saya tidak masalah tetap puas .",suka,-,"([-1], [1], ","(hotel, suka, "
2762,"saya suka , nyaman dan tenang , hanya saja kamar mandi sedikit berbau tetapi buat saya tidak masalah tetap puas .",nyaman,-,"([-1], [3], ","(hotel, nyaman, "
2762,"saya suka , nyaman dan tenang , hanya saja kamar mandi sedikit berbau tetapi buat saya tidak masalah tetap puas .",tenang,-,"([-1], [5], ","(hotel, tenang, "
2768,"bersih , petugas ramah , lokasi strategis dan sekarang sudah jadi langganan tetap .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2774,so far so good . bersih . nyaman . ac juga dingin . aman . tenang . cuma kadang toilet nya tersumbat .,bersih,-,"([-1], [5], ","(hotel, bersih, "
2774,so far so good . bersih . nyaman . ac juga dingin . aman . tenang . cuma kadang toilet nya tersumbat .,nyaman,-,"([-1], [7], ","(hotel, nyaman, "
2774,so far so good . bersih . nyaman . ac juga dingin . aman . tenang . cuma kadang toilet nya tersumbat .,aman,-,"([-1], [13], ","(hotel, aman, "
2774,so far so good . bersih . nyaman . ac juga dingin . aman . tenang . cuma kadang toilet nya tersumbat .,tenang,-,"([-1], [15], ","(hotel, tenang, "
2780,"ini adalah 1x saya pakai airy . kesan 1 memang beda pelayanan dengan hotel berbintang , tetapi fine . kaget surprise dan senang banget dapat box meal free pula . kebersihan kerapian kamar keren deh . apalagi kamar mandi bathup mantap wes . sayang ac kurang dingin , tv mati hidup sendiri berulangberulang bahkan respons resepsionis buruk . internet jelek banget . lumayan saja wes .",lumayan,-,"([-1], [62], ","(hotel, lumayan, "
2789,"berisik , kamar kurang bersih , buat yang lainnya lumayanlah untuk budget segitu .",berisik,-,"([-1], [0], ","(hotel, berisik, "
2799,"air asin , ac tidak dingin , suara berisik .",berisik,-,"([-1], [8], ","(hotel, berisik, "
2800,tempat nyaman . bersih . fasilitas oce . menyenangkan .,menyenangkan,-,"([-1], [8], ","(hotel, menyenangkan, "
2802,bersih ramah rapi fasilitasnya bagus dan berkualitas . saluran tvnya juga oke . untuk harga 100ribuan mantap deh .,bersih,-,"([-1], [0], ","(hotel, bersih, "
2802,bersih ramah rapi fasilitasnya bagus dan berkualitas . saluran tvnya juga oke . untuk harga 100ribuan mantap deh .,ramah,-,"([-1], [1], ","(hotel, ramah, "
2802,bersih ramah rapi fasilitasnya bagus dan berkualitas . saluran tvnya juga oke . untuk harga 100ribuan mantap deh .,rapi,-,"([-1], [2], ","(hotel, rapi, "
2803,"nyaman . ruangannya bersih dan luas , hanya saja wifi tidak jalan alias lambat .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2816,cukup bersih . tetapi bangunan sudah tua . jadi kurang fresh .,cukup bersih,-,"([-1], [0, 1], ","(hotel, cukup bersih, "
2816,cukup bersih . tetapi bangunan sudah tua . jadi kurang fresh .,kurang fresh,-,"([-1], [9, 10], ","(hotel, kurang fresh, "
2825,"pelayanannya ramah . tempat tidur nyaman , bersih , ac menyala air panas bisa di gunakan wifinya sangat kencang . mungkin yang perlu diperbaiki bau saluran air di kamar mandi , tetapi langsung hilang baunya sejauh ini sangat memuaskan . terimakasih .",sangat memuaskan,-,"([-1], [37, 38], ","(hotel, sangat memuaskan, "
2827,very good pelayanan dan good condition di airy rooms .,very,-,"([-1], [0], ","(hotel, very, "
2829,"baiknya cuma dekat dengan perbelanjaan cihampelas . kamarnya lembab , cat nya sudah lapuk , agak berdebu , seprainya kurang bersih dan tanpa logo airy rooms , debit air nya kecil ( kurang puas mandinya ) , tidak ada remote ac ( jadi minta petugas buat atur suhu .",agak berdebu,-,"([-1], [15, 16], ","(hotel, agak berdebu, "
2831,"strategis , pelayanan baik .",strategis,-,"([-1], [0], ","(hotel, strategis, "
2834,"kamar tidak sesuai yang di foto ternyata sempit banget , posisi wastefel juga ada di dalam kmrmandi , sedangkan di gmbar posisi wastafel di luar , kamar mandi sempit juga pas menyalakan air dari shower bahkan mentok ke tmbok , kamar dari asbes jadi tadi kedap sura brisik kalau ada yang ngobrol dari luar stafnya jutekjutek ! mengecewakan .",mengecewakan,-,"([-1], [57], ","(hotel, mengecewakan, "
2838,rekomended ! kamar luas . ada sofa dan meja kerja . koneksi internet cepat . design kamar elegan . hotel yang bagus dengan harga murah !,rekomended,-,"([-1], [0], ","(hotel, rekomended, "
2844,"nyaman , kamar luas , bersih .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2846,"tempatnya nyaman , ada welcome snack nya . sangat menarik .",sangat menarik,-,"([-1], [8, 9], ","(hotel, sangat menarik, "
2847,lumyan kamarnya bersih tmpatnya juga di tengah kota recomended lah kejogja lagi inap disini lagi .,lumyan,-,"([-1], [0], ","(hotel, lumyan, "
2847,lumyan kamarnya bersih tmpatnya juga di tengah kota recomended lah kejogja lagi inap disini lagi .,recomended,-,"([-1], [8], ","(hotel, recomended, "
2853,"kamar bersih , pelayanan ramah , harga terjangkau , sangat memuaskan .",sangat memuaskan,-,"([-1], [9, 10], ","(hotel, sangat memuaskan, "
2855,"keren , fasilitas bagus .",keren,-,"([-1], [0], ","(hotel, keren, "
2859,"sangat tidak memuaskan , pelayanan buruk , petugas resepsionis sombong , punya sifat jelek suka mencurigai orang , dan membuat tidak nyaman , tidak ada niat bantu angkat barang , fasilitas kurang , sangat jelek baik segi pelayanan atau fasilitas .",sangat tidak memuaskan,-,"([-1], [0, 1, 2], ","(hotel, sangat tidak memuaskan, "
2861,bagus dan ac dingin . recommended lah .,bagus,-,"([-1], [0], ","(hotel, bagus, "
2861,bagus dan ac dingin . recommended lah .,recommended,-,"([-1], [5], ","(hotel, recommended, "
2864,"cukup ramah pelayanan nya baik karena menyediakan pemesanan makanan minuman , namun perlu diperbaiki dari segi fasilitas kamar seperti stopkontak nya di tambah , air hangatnya kadang tidak berfungsi maka perlu di cek berkala .",cukup ramah,-,"([-1], [0, 1], ","(hotel, cukup ramah, "
2871,lumayan kok . bersih tempatnya . nyaman juga . cuma agak jau ke jalan raya besar . tetapi don't worry ada angkot buat backpacker .,lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2871,lumayan kok . bersih tempatnya . nyaman juga . cuma agak jau ke jalan raya besar . tetapi don't worry ada angkot buat backpacker .,nyaman,-,"([-1], [6], ","(hotel, nyaman, "
2875,"oke . tetapi maaf , ada nyamuknya , kamar mandi agak bau dan tidak ada sejadah .",oke,-,"([-1], [0], ","(hotel, oke, "
2875,"oke . tetapi maaf , ada nyamuknya , kamar mandi agak bau dan tidak ada sejadah .",ada nyamuknya,-,"([-1], [5, 6], ","(hotel, ada nyamuknya, "
2887,"oke saja lah , wi - fi tidak ada .",oke,-,"([-1], [0], ","(hotel, oke, "
2890,"kamar bersih walaupun kecil , ramah .",ramah,-,"([-1], [5], ","(hotel, ramah, "
2894,memuaskan tetapi toilet kurang bersih . tidak bisa di flush closetnya . dan handuk hanya satu . dan hotel .,memuaskan,-,"([-1], [0], ","(hotel, memuaskan, "
2895,bersih . tetapi sarung bantal nya tolong di perhatikan lagi untuk selalu di ganti bila ada pertukaran tamu .,bersih,-,"([-1], [0], ","(hotel, bersih, "
2913,mantap pegawainya baik dompet saya ketinggaln di kamar sudah kembali lagi mantap .,mantap,-,"([-1], [0], ","(hotel, mantap, "
2914,oke lah tidak bosen kok cuma kamar sempit tidak ada ventilasi atau exos .,oke,-,"([-1], [0], ","(hotel, oke, "
2915,sangat nyaman banget buat yang butuh harga terjangkau dengan kamar yang bisa disamakan dengan harga hotel 400rbuan . good rooms deh buat yang ini .,sangat nyaman banget,-,"([-1], [0, 1, 2], ","(hotel, sangat nyaman banget, "
2921,"homey dan cukup nyaman , hanya perlu ditambahkan sedikit tentang varian sarapan dan kebersihan area bapak .",homey,-,"([-1], [0], ","(hotel, homey, "
2921,"homey dan cukup nyaman , hanya perlu ditambahkan sedikit tentang varian sarapan dan kebersihan area bapak .",cukup nyaman,-,"([-1], [2, 3], ","(hotel, cukup nyaman, "
2922,bagus dan pelayanan nya sangat baik .,bagus,-,"([-1], [0], ","(hotel, bagus, "
2925,"tempatnya bagus , kamar bersih . pokoknya recommended .",recommended,-,"([-1], [7], ","(hotel, recommended, "
2928,"kamar mandi kotor , bed cover kotor , ada bekas rambut di sarung bantal padahal kami baru masuk : artinya seprai - bed cover tidak diganti , tidak ada tempat sampah di dalam kamar atau di luar kamar , selang shower bocor , banyak rambut rontok di saluran air artinya tidak dibersihkan sebelum kami masuk , tempat tidur yang atas lantainya sangat berdebu , atap di atas kasur bawah banyak sawang ( semacam sarang laba ) . sangat parah , payah . terlepas tarif hemat , tetapi kebersihan sama sekali tidak jadi prioritas hotel ini .",sangat parah,-,"([-1], [77, 78], ","(hotel, sangat parah, "
2928,"kamar mandi kotor , bed cover kotor , ada bekas rambut di sarung bantal padahal kami baru masuk : artinya seprai - bed cover tidak diganti , tidak ada tempat sampah di dalam kamar atau di luar kamar , selang shower bocor , banyak rambut rontok di saluran air artinya tidak dibersihkan sebelum kami masuk , tempat tidur yang atas lantainya sangat berdebu , atap di atas kasur bawah banyak sawang ( semacam sarang laba ) . sangat parah , payah . terlepas tarif hemat , tetapi kebersihan sama sekali tidak jadi prioritas hotel ini .",payah,-,"([-1], [80], ","(hotel, payah, "
2929,"kecewa banget aku di sana . enga layak huni . enga di kasih tahu pasword wifinya . kasurnya enga enak , lebih baik ke hotel lain saja . kecewa sumpah !",kecewa,-,"([-1], [0], ","(hotel, kecewa, "
2929,"kecewa banget aku di sana . enga layak huni . enga di kasih tahu pasword wifinya . kasurnya enga enak , lebih baik ke hotel lain saja . kecewa sumpah !",kecewa,-,"([-1], [28], ","(hotel, kecewa, "
2931,breakfast dengan prasmanan yang pas untuk sekelas airy room . puas menginap di airy room bunda kandung .,puas,-,"([-1], [10], ","(hotel, puas, "
2934,"jelek , tidak bersih , spreai kotor , pelayanan tidak ramah .",jelek,-,"([-1], [0], ","(hotel, jelek, "
2934,"jelek , tidak bersih , spreai kotor , pelayanan tidak ramah .",tidak bersih,-,"([-1], [2, 3], ","(hotel, tidak bersih, "
2935,"ketika datang kamarnya agak bad smell , lampu nya agak remang , tetapi linens bed nya bersih kok , resepsionis friendly , pokoknya overall good lah . recommended .",recommended,-,"([-1], [27], ","(hotel, recommended, "
2939,"pesan 2 kamar tetapi besar kamarnya beda , banyak semut . kamar mandinya pintu yang 1 tidak bisa ditutup . tidak ada ac cuma kipas kecil banget , tidak gerah sih cuma pengep saja . over all bagus .",banyak semut,-,"([-1], [8, 9], ","(hotel, banyak semut, "
2939,"pesan 2 kamar tetapi besar kamarnya beda , banyak semut . kamar mandinya pintu yang 1 tidak bisa ditutup . tidak ada ac cuma kipas kecil banget , tidak gerah sih cuma pengep saja . over all bagus .",pengep,-,"([-1], [32], ","(hotel, pengep, "
2942,"mantap ini , sayang wifi sinyalnya kurang bagus dalam kamar , sepertinya karena kamar saya dilantai 3 , kalau dari depan kamar si bagus sinyalnya .",mantap,-,"([-1], [0], ","(hotel, mantap, "
2949,"sangat menyenangkan , pemiliknya sangat ramah . kalau pertama kali ke yogya dan tidak tahu tempat maka .",sangat menyenangkan,-,"([-1], [0, 1], ","(hotel, sangat menyenangkan, "
2963,fasilitas baik seperti pada umumnya . hanya saya bangunan hotel terlihat seperti bangunan lama sehingga saya pribadi kurang nyaman . overall baik .,kurang nyaman,-,"([-1], [17, 18], ","(hotel, kurang nyaman, "
2964,bagus dan ac dingin . recommended lah .,bagus,-,"([-1], [0], ","(hotel, bagus, "
2964,bagus dan ac dingin . recommended lah .,recommended,-,"([-1], [5], ","(hotel, recommended, "
2966,bersih dan cukup nyaman untuk hotel budget .,bersih,-,"([-1], [0], ","(hotel, bersih, "
2967,oke hanya ac kurang dingin .,oke,-,"([-1], [0], ","(hotel, oke, "
2974,"kotor , tidak ada pegawai kebersihan hanya ada resepsionis dan keamanan , tidak ada handuk .",kotor,-,"([-1], [0], ","(hotel, kotor, "
2986,"ac tidak dingin , lembab , ada kecoak .",lembab,-,"([-1], [4], ","(hotel, lembab, "
2986,"ac tidak dingin , lembab , ada kecoak .",ada kecoak,-,"([-1], [6, 7], ","(hotel, ada kecoak, "
2997,"nyaman , bersih , dan pelayananya sangat ramah , terimakasih .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2997,"nyaman , bersih , dan pelayananya sangat ramah , terimakasih .",bersih,-,"([-1], [2], ","(hotel, bersih, "
